% index X for GameFlag[X] = engine name = semantic name
%
% GameFlag[000-7FF] % 800DBC70 - 800DBD6F

3DF = Flag_OBK_23 = unused
3E0 = Flag_OBK_24 = unused
3E1 = Flag_OBK_25 = unused
3E2 = Flag_OBK_26 = unused
3E3 = Flag_OBK_27 = unused
3E4 = Flag_OBK_28 = unused
3E5 = Flag_OBK_29 = unused
3E6 = Flag_OBK_2A = unused
3E7 = Flag_OBK_2B = unused
3E8 = Flag_OBK_2C = unused
3E9 = Flag_ARN_00 = unused
3EA = Flag_ARN_01 = GF_ARN02_ItemBlock_CoinA
3EB = Flag_ARN_02 = GF_ARN02_ItemBlock_CoinB
3EC = Flag_ARN_03 = GF_ARN02_ItemBlock_RepelGel
3ED = Flag_ARN_04 = GF_ARN02_Item_DizzyDial
3EE = Flag_ARN_05 = GF_ARN02_Item_Letter07
3EF = Flag_ARN_06 = GF_ARN03_ItemBlock_Coin
3F0 = Flag_ARN_07 = GF_ARN04_ItemBlock_SuperShroom
3F1 = Flag_ARN_08 = GF_ARN04_ItemBlock_Coin
3F2 = Flag_ARN_09 = GF_ARN04_MultiCoinBrick
3F3 = Flag_ARN_0A = unused
3F4 = Flag_ARN_0B = unused
3F5 = Flag_ARN_0C = unused
3F6 = Flag_ARN_0D = GF_ARN05_GaveGiftAdvice
3F7 = Flag_ARN_0E = GF_ARN03_RecievedPackage
3F8 = Flag_ARN_0F = GF_ARN10_Defeated_Goomba
3F9 = Flag_ARN_10 = GF_ARN12_Defeated_Goomba
3FA = Flag_ARN_11 = GF_ARN13_Defeated_Goomba
3FB = Flag_ARN_12 = GF_ARN04_Item_StarPiece
3FC = Flag_ARN_13 = GF_ARN03_WaitingForPackage
3FD = Flag_ARN_14 = unused
3FE = Flag_ARN_15 = unused
3FF = Flag_ARN_16 = unused
400 = Flag_ARN_17 = unused
401 = Flag_ARN_18 = unused
402 = Flag_ARN_19 = unused
403 = Flag_ARN_1A = unused
404 = Flag_ARN_1B = unused
405 = Flag_ARN_1C = unused
406 = Flag_ARN_1D = unused
407 = Flag_ARN_1E = unused
408 = Flag_ARN_1F = unused
409 = Flag_ARN_20 = unused
40A = Flag_ARN_21 = unused
40B = Flag_ARN_22 = unused
40C = Flag_ARN_23 = unused
40D = Flag_ARN_24 = unused
40E = Flag_ARN_25 = unused
40F = Flag_ARN_26 = unused
410 = Flag_DGB_00 = GF_DGB01_UnlockedEastWing
411 = Flag_DGB_01 = GF_DGB01_Visited
412 = Flag_DGB_02 = GF_DGB03_Item_StarPiece
413 = Flag_DGB_03 = GF_DGB03_UnlockedThirdFloor
414 = Flag_DGB_04 = GF_DGB03_PushedClock
415 = Flag_DGB_05 = GF_DGB03_PushedClockLeft
416 = Flag_DGB_06 = GF_DGB04_SuperBlock
417 = Flag_DGB_07 = GF_DGB05_BoardedFloor
418 = Flag_DGB_08 = GF_DGB06_Chest_CastleKey1
419 = Flag_DGB_09 = unused
41A = Flag_DGB_0A = GF_DGB07_Item_StarPiece
41B = Flag_DGB_0B = GF_DGB09_BombedWall
41C = Flag_DGB_0C = GF_DGB10_BoardedFloor1
41D = Flag_DGB_0D = GF_DGB10_BoardedFloor2
41E = Flag_DGB_0E = GF_DGB10_BoardedFloor3
41F = Flag_DGB_0F = GF_DGB11_Item_DDownJump
420 = Flag_DGB_10 = unused
421 = Flag_DGB_11 = GF_DGB12_Chest_CastleKey1
422 = Flag_DGB_12 = GF_DGB13_Item_MegaRush
423 = Flag_DGB_13 = GF_DGB13_Item_CoinA
424 = Flag_DGB_14 = GF_DGB13_Item_CoinB
425 = Flag_DGB_15 = GF_DGB13_Item_CoinC
426 = Flag_DGB_16 = GF_DGB13_Item_CoinD
427 = Flag_DGB_17 = GF_DGB13_Item_CoinE
428 = Flag_DGB_18 = GF_DGB13_Item_CoinF
429 = Flag_DGB_19 = GF_DGB14_ItemBlock_MapleSyrup
42A = Flag_DGB_1A = GF_DGB15_UnlockedUpperFoyer
42B = Flag_DGB_1B = GF_DGB15_CloseCallWithTubba
42C = Flag_DGB_1C = GF_DGB16_EscapedFromTubba
42D = Flag_DGB_1D = GF_DGB16_Item_CastleKey1
42E = Flag_DGB_1E = unused
42F = Flag_DGB_1F = GF_DGB18_Chest_MysticalKey
430 = Flag_DGB_20 = unused
431 = Flag_DGB_21 = unused
432 = Flag_DGB_22 = unused
433 = Flag_DGB_23 = unused
434 = Flag_DGB_24 = unused
435 = Flag_DGB_25 = unused
436 = Flag_DGB_26 = unused
437 = Flag_DGB_27 = unused
438 = Flag_DGB_28 = unused
439 = Flag_DGB_29 = unused
43A = Flag_DGB_2A = unused
43B = Flag_DGB_2B = unused
43C = Flag_DGB_2C = unused
43D = Flag_DGB_2D = unused
43E = Flag_DGB_2E = unused
43F = Flag_DGB_2F = unused
440 = Flag_DGB_30 = unused
441 = Flag_DGB_31 = unused
442 = Flag_DGB_32 = unused
443 = Flag_DGB_33 = unused
444 = Flag_DGB_34 = unused
445 = Flag_DGB_35 = unused
446 = Flag_DGB_36 = unused
447 = Flag_DGB_37 = unused
448 = Flag_DGB_38 = unused
449 = Flag_DGB_39 = unused
44A = Flag_OMO_00 = unused
44B = Flag_OMO_01 = GF_OMO01_Met_GourmetGuy
44C = Flag_OMO_02 = GF_OMO03_LearnedAboutTrainSwitches
44D = Flag_OMO_03 = GF_OMO03_BlueSwitchActivated
44E = Flag_OMO_04 = GF_OMO04_Item_Mushroom
44F = Flag_OMO_05 = GF_OMO07_Item_ThunderRage
450 = Flag_OMO_06 = GF_OMO09_Item_SuperSoda
451 = Flag_OMO_07 = GF_OMO13_Defeated_AntiGuy
452 = Flag_OMO_08 = GF_OMO05_Item_Cookbook
453 = Flag_OMO_09 = GF_OMO01_Visited
454 = Flag_OMO_0A = GF_OMO01_Item_Calculator
455 = Flag_OMO_0B = GF_OMO09_Defeated_CalculatorThief
456 = Flag_OMO_0C = GF_OMO01_HiddenItem_Mystery
457 = Flag_OMO_0D = GF_OMO01_HiddenItem_FrightJar
458 = Flag_OMO_0E = GF_OMO02_ShyGuyFledBehindWall
459 = Flag_OMO_0F = GF_OMO02_BombedWall
45A = Flag_OMO_10 = GF_OMO02_ItemBlock_SleepySheep
45B = Flag_OMO_11 = GF_OMO02_HiddenItem_Coin
45C = Flag_OMO_12 = GF_OMO02_Item_ShootingStar
45D = Flag_OMO_13 = GF_OMO03_HiddenItem_StoneCap
45E = Flag_OMO_14 = GF_OMO04_SpawnedPeachChoice1
45F = Flag_OMO_15 = GF_OMO04_Chest_StoreroomKey
460 = Flag_OMO_16 = GF_OMO04_ItemBlock_CoinA
461 = Flag_OMO_17 = GF_OMO04_ItemBlock_CoinB
462 = Flag_OMO_18 = GF_OMO04_ItemBlock_ThunderBolt
463 = Flag_OMO_19 = GF_OMO04_Item_CoinA
464 = Flag_OMO_1A = GF_OMO04_Item_CoinB
465 = Flag_OMO_1B = GF_OMO04_Item_CoinC
466 = Flag_OMO_1C = GF_OMO04_Item_CoinD
467 = Flag_OMO_1D = GF_OMO04_Item_CoinE
468 = Flag_OMO_1E = GF_OMO04_Item_CoinF
469 = Flag_OMO_1F = GF_OMO04_Item_CoinG
46A = Flag_OMO_20 = GF_OMO04_Item_CoinH
46B = Flag_OMO_21 = unused
46C = Flag_OMO_22 = GF_OMO04_Item_StarPieceA
46D = Flag_OMO_23 = GF_OMO04_Item_StarPieceB
46E = Flag_OMO_24 = GF_OMO05_ItemBlock_CoinA
46F = Flag_OMO_25 = GF_OMO05_ItemBlock_CoinB
470 = Flag_OMO_26 = GF_OMO05_HiddenItem_DizzyDial
471 = Flag_OMO_27 = GF_OMO05_HiddenItem_SuperSoda
472 = Flag_OMO_28 = GF_OMO06_Chest_Mailbag
473 = Flag_OMO_29 = GF_OMO06_HiddenItem_ThunderRage
474 = Flag_OMO_2A = GF_OMO07_SpawnedPeachChoice2
475 = Flag_OMO_2B = GF_OMO07_ItemBlock_Coin
476 = Flag_OMO_2C = GF_OMO07_Chest_FryingPan
477 = Flag_OMO_2D = GF_OMO07_Chest_DefendPlusA
478 = Flag_OMO_2E = GF_OMO07_Chest_IcePower
479 = Flag_OMO_2F = GF_OMO08_HiddenItem_FireFlower
47A = Flag_OMO_30 = GF_OMO09_SpawnedPeachChoice3
47B = Flag_OMO_31 = GF_OMO09_Chest_Dictionary
47C = Flag_OMO_32 = GF_OMO09_Defeated_MysteryNoteThief
47D = Flag_OMO_33 = GF_OMO09_Item_MysteryNote
47E = Flag_OMO_34 = GF_OMO09_Item_CoinA
47F = Flag_OMO_35 = GF_OMO09_Item_CoinB
480 = Flag_OMO_36 = GF_OMO09_Item_CoinC
481 = Flag_OMO_37 = GF_OMO09_Item_CoinD
482 = Flag_OMO_38 = GF_OMO09_Item_CoinE
483 = Flag_OMO_39 = GF_OMO09_Item_CoinF
484 = Flag_OMO_3A = unused
485 = Flag_OMO_3B = unused
486 = Flag_OMO_3C = unused
487 = Flag_OMO_3D = unused
488 = Flag_OMO_3E = GF_OMO09_Item_CoinG
489 = Flag_OMO_3F = GF_OMO09_Item_CoinH
48A = Flag_OMO_40 = unused
48B = Flag_OMO_41 = unused
48C = Flag_OMO_42 = unused
48D = Flag_OMO_43 = GF_OMO09_Item_CoinI
48E = Flag_OMO_44 = GF_OMO09_Item_CoinJ
48F = Flag_OMO_45 = unused
490 = Flag_OMO_46 = unused
491 = Flag_OMO_47 = unused
492 = Flag_OMO_48 = GF_OMO09_Item_CoinK
493 = Flag_OMO_49 = GF_OMO09_Item_CoinL
494 = Flag_OMO_4A = unused
495 = Flag_OMO_4B = unused
496 = Flag_OMO_4C = GF_OMO09_Item_StarPiece
497 = Flag_OMO_4D = GF_OMO09_MultiCoinBrick
498 = Flag_OMO_4E = GF_OMO10_HiddenItem_SuperShroom
499 = Flag_OMO_4F = GF_OMO11_MultiCoinBrick
49A = Flag_OMO_50 = GF_OMO11_HiddenBadge_DeepFocus2
49B = Flag_OMO_51 = GF_OMO11_ItemBlock_CoinA
49C = Flag_OMO_52 = GF_OMO11_ItemBlock_CoinB
49D = Flag_OMO_53 = GF_OMO11_HiddenItem_VoltShroom
49E = Flag_OMO_54 = GF_OMO11_HiddenItem_SnowmanDoll
49F = Flag_OMO_55 = GF_OMO13_Chest_PowerPlusB
4A0 = Flag_OMO_56 = GF_OMO13_ItemBlock_Coin
4A1 = Flag_OMO_57 = GF_OMO13_HiddenItem_MapleSyrup
4A2 = Flag_OMO_58 = GF_OMO17_ItemBlock_CoinA
4A3 = Flag_OMO_59 = GF_OMO17_ItemBlock_CoinB
4A4 = Flag_OMO_5A = GF_OMO17_ItemBlock_CoinC
4A5 = Flag_OMO_5B = GF_OMO17_MultiCoinBrick
4A6 = Flag_OMO_5C = GF_OMO03_HiddenPanel
4A7 = Flag_OMO_5D = GF_OMO06_HiddenPanel
4A8 = Flag_OMO_5E = GF_OMO08_HiddenPanel
4A9 = Flag_OMO_5F = GF_OMO10_HiddenPanel
4AA = Flag_OMO_60 = GF_OMO11_SuperBlock
4AB = Flag_OMO_61 = unused
4AC = Flag_OMO_62 = unused
4AD = Flag_OMO_63 = unused
4AE = Flag_OMO_64 = unused
4AF = Flag_OMO_65 = unused
4B0 = Flag_OMO_66 = unused
4B1 = Flag_OMO_67 = unused
4B2 = Flag_OMO_68 = unused
4B3 = Flag_OMO_69 = unused
4B4 = Flag_OMO_6A = unused
4B5 = Flag_OMO_6B = unused
4B6 = Flag_OMO_6C = unused
4B7 = Flag_OMO_6D = unused
4B8 = Flag_OMO_6E = unused
4B9 = Flag_OMO_6F = unused
4BA = Flag_OMO_70 = unused
4BB = Flag_OMO_71 = unused
4BC = Flag_OMO_72 = unused
4BD = Flag_OMO_73 = unused
4BE = Flag_OMO_74 = unused
4BF = Flag_JAN_00 = unused
4C0 = Flag_JAN_01 = GF_JAN00_Item_CoinA
4C1 = Flag_JAN_02 = GF_JAN00_Item_CoinB
4C2 = Flag_JAN_03 = GF_MAC01_Defeated_JrTroopa4
4C3 = Flag_JAN_04 = GF_JAN00_Item_StopWatch
4C4 = Flag_JAN_05 = GF_JAN01_SavedKolorado
4C5 = Flag_JAN_06 = GF_JAN01_Item_CoinA
4C6 = Flag_JAN_07 = GF_JAN01_Item_Letter11
4C7 = Flag_JAN_08 = GF_JAN02_Met_VillageLeader
4C8 = Flag_JAN_09 = GF_JAN03_AgreedToRescueChildren
4C9 = Flag_JAN_0A = GF_JAN04_SushieTreeHitCounterA % paired with B for 4 states: 00/01/10/11
4CA = Flag_JAN_0B = GF_JAN04_SushieTreeHitCounterB % paired with A for 4 states: 00/01/10/11
4CB = Flag_JAN_0C = GF_JAN04_Tree2_Letter04
4CC = Flag_JAN_0D = GF_JAN04_Chest_VolcanoVase
4CD = Flag_JAN_0E = GF_JAN04_Item_StarPiece
4CE = Flag_JAN_0F = GF_JAN05_SavedYoshi % Blue/Purple
4CF = Flag_JAN_10 = GF_JAN07_SavedYoshi
4D0 = Flag_JAN_11 = GF_JAN08_SavedYoshi
4D1 = Flag_JAN_12 = GF_JAN10_SavedYoshi
4D2 = Flag_JAN_13 = GF_JAN11_SavedYoshi
4D3 = Flag_JAN_14 = GF_JAN05_CreateLogBridge
4D4 = Flag_JAN_15 = GF_JAN06_CreateLogBridge
4D5 = Flag_JAN_16 = GF_JAN10_CreateLogBridge
4D6 = Flag_JAN_17 = GF_JAN05_BadgeBlock_PowerQuake
4D7 = Flag_JAN_18 = GF_JAN05_Bush2_Coin
4D8 = Flag_JAN_19 = GF_JAN06_Item_Coin
4D9 = Flag_JAN_1A = GF_JAN22_Item_JamminJelly
4DA = Flag_JAN_1B = GF_JAN12_PullVine_Egg2
4DB = Flag_JAN_1C = GF_JAN14_PullVine_FireFlower
4DC = Flag_JAN_1D = GF_JAN14_PullVine_Mushroom
4DD = Flag_JAN_1E = GF_JAN18_Item_HappyHeartB
4DE = Flag_JAN_1F = GF_JAN01_HiddenItem_RepelGel
4DF = Flag_JAN_20 = GF_JAN01_HiddenItem_Mystery
4E0 = Flag_JAN_21 = unused
4E1 = Flag_JAN_22 = GF_JAN08_HiddenItem_ThunderRage
4E2 = Flag_JAN_23 = GF_JAN12_HiddenItem_StoneCap
4E3 = Flag_JAN_24 = GF_JAN13_HiddenItem_VoltShroom
4E4 = Flag_JAN_25 = GF_JAN01_Tree7_StarPiece
4E5 = Flag_JAN_26 = GF_JAN05_Tree2_Coin
4E6 = Flag_JAN_27 = GF_JAN06_Tree1_Coin
4E7 = Flag_JAN_28 = GF_JAN07_Tree1_Coin
4E8 = Flag_JAN_29 = GF_JAN08_Tree2_Coin
4E9 = Flag_JAN_2A = GF_JAN08_Tree3_Coin
4EA = Flag_JAN_2B = GF_JAN09_Tree2_Coin
4EB = Flag_JAN_2C = GF_JAN09_Tree3_FrightJar
4EC = Flag_JAN_2D = GF_JAN12_Tree1_Coin
4ED = Flag_JAN_2E = GF_JAN13_Tree1_Coin
4EE = Flag_JAN_2F = GF_JAN15_Tree2_Coin
4EF = Flag_JAN_30	% % intended for an incorrectly-formatted coin drop for a tree in jan_22
4F0 = Flag_JAN_31 = GF_JAN05_Bush1_Coin
4F1 = Flag_JAN_32 = GF_JAN08_Bush1_Coin
4F2 = Flag_JAN_33 = GF_JAN08_Bush2_Coin
4F3 = Flag_JAN_34 = GF_JAN09_Bush1_Coin
4F4 = Flag_JAN_35 = GF_JAN09_Bush6_Coin
4F5 = Flag_JAN_36 = GF_JAN02_HiddenPanel
4F6 = Flag_JAN_37 = GF_JAN15_HiddenPanel
4F7 = Flag_JAN_38 = GF_JAN13_SolvedBlockPuzzle
4F8 = Flag_JAN_39 = GF_JAN07_YoshiCriedForHelp
4F9 = Flag_JAN_3A = GF_JAN15_EncounteredMiniboss
4FA = Flag_JAN_3B = GF_JAN22_Met_Raven % just a normal raven
4FB = Flag_JAN_3C = GF_JAN03_Gift_MagicalSeed4
4FC = Flag_JAN_3D = GF_JAN04_Met_Bubulb
4FD = Flag_JAN_3E = GF_JAN01_Item_CoinB
4FE = Flag_JAN_3F = GF_JAN08_SuperBlock
4FF = Flag_JAN_40 = GF_JAN08_Item_CoinA
500 = Flag_JAN_41 = GF_JAN08_Item_CoinB
501 = Flag_JAN_42 = GF_JAN08_Item_CoinC
502 = Flag_JAN_43 = GF_JAN10_Item_StarPiece
503 = Flag_JAN_44 = unused
504 = Flag_JAN_45 = unused
505 = Flag_JAN_46 = unused
506 = Flag_JAN_47 = unused
507 = Flag_JAN_48 = unused
508 = Flag_JAN_49 = unused
509 = Flag_JAN_4A = unused
50A = Flag_JAN_4B = unused
50B = Flag_JAN_4C = unused
50C = Flag_JAN_4D = unused
50D = Flag_JAN_4E = unused
50E = Flag_JAN_4F = unused
50F = Flag_JAN_50 = unused
510 = Flag_JAN_51 = unused
511 = Flag_JAN_52 = unused
512 = Flag_JAN_53 = unused
513 = Flag_JAN_54 = unused
514 = Flag_JAN_55 = unused
515 = Flag_JAN_56 = unused
516 = Flag_JAN_57 = unused
517 = Flag_JAN_58 = unused
518 = Flag_JAN_59 = unused
519 = Flag_JAN_5A = unused
51A = Flag_JAN_5B = unused
51B = Flag_JAN_5C = unused
51C = Flag_KZN_00 = unused
51D = Flag_KZN_01 = GF_KZN01_IntruderAlert
51E = Flag_KZN_02 = GF_KZN18_IntruderAlert
51F = Flag_KZN_03 = GF_KZN06_Visited
520 = Flag_KZN_04 = GF_KZN06_HiddenItem_LifeShroom
521 = Flag_KZN_05 = GF_KZN06_Hammer3Block
522 = Flag_KZN_06 = GF_KZN07_Hammer3Block
523 = Flag_KZN_07 = GF_KZN07_GiantChest
524 = Flag_KZN_08 = GF_KZN17_Hammer3BlockA
525 = Flag_KZN_09 = GF_KZN17_Hammer3BlockB
526 = Flag_KZN_0A = GF_KZN17_Hammer3BlockC
527 = Flag_KZN_0B = GF_KZN17_Hammer3BlockD
528 = Flag_KZN_0C = GF_KZN17_Hammer3BlockE
529 = Flag_KZN_0D = GF_KZN17_Hammer3BlockF
52A = Flag_KZN_0E = GF_KZN17_Hammer3BlockG
52B = Flag_KZN_0F = unused
52C = Flag_KZN_10 = GF_KZN08_Chest_DizzyStomp
52D = Flag_KZN_11 = GF_KZN03_SpokeWithKolorado
52E = Flag_KZN_12 = unused
52F = Flag_KZN_13 = GF_KZN19_KoloradoDeadEnd
530 = Flag_KZN_14 = GF_KZN04_SuperBlock
531 = Flag_KZN_15 = GF_KZN09_SuperBlock
532 = Flag_KZN_16 = GF_KZN03_Item_FireShield
533 = Flag_KZN_17 = GF_KZN03_Item_POWBlock
534 = Flag_KZN_18 = GF_KZN03_ItemBlock_CoinA
535 = Flag_KZN_19 = GF_KZN03_ItemBlock_CoinB
536 = Flag_KZN_1A = GF_KZN03_ItemBlock_CoinC
537 = Flag_KZN_1B = GF_KZN03_ItemBlock_CoinD
538 = Flag_KZN_1C = GF_KZN19_ItemBlock_SuperShroom
539 = Flag_KZN_1D = GF_KZN19_ItemBlock_MapleSyrup
53A = Flag_KZN_1E = GF_KZN09_HiddenPanel
53B = Flag_KZN_1F = GF_KZN18_HiddenPanel
53C = Flag_KZN_20 = unused
53D = Flag_KZN_21 = unused
53E = Flag_KZN_22 = unused
53F = Flag_KZN_23 = unused
540 = Flag_KZN_24 = unused
541 = Flag_KZN_25 = unused
542 = Flag_KZN_26 = unused
543 = Flag_KZN_27 = unused
544 = Flag_KZN_28 = unused
545 = Flag_KZN_29 = unused
546 = Flag_KZN_2A = unused
547 = Flag_KZN_2B = unused
548 = Flag_KZN_2C = unused
549 = Flag_KZN_2D = unused
54A = Flag_KZN_2E = unused
54B = Flag_KZN_2F = unused
54C = Flag_KZN_30 = unused
54D = Flag_KZN_31 = unused
54E = Flag_KZN_32 = unused
54F = Flag_KZN_33 = unused
550 = Flag_KZN_34 = unused
551 = Flag_KZN_35 = unused
552 = Flag_FLO_00 = unused
553 = Flag_FLO_01 = GF_FLO25_GaveRedBerry
554 = Flag_FLO_02 = GF_FLO08_GaveYellowBerry
555 = Flag_FLO_03 = GF_FLO23_GaveBlueBerry
556 = Flag_FLO_04 = GF_FLO03_Defeated_Dayzee
557 = Flag_FLO_05 = GF_FLO03_Defeated_MontyMoleA
558 = Flag_FLO_06 = GF_FLO03_Defeated_MontyMoleB
559 = Flag_FLO_07 = GF_FLO03_Defeated_MontyMoleC
55A = Flag_FLO_08 = GF_FLO03_Defeated_MontyMoleD
55B = Flag_FLO_09 = GF_FLO00_PlacedFertileSoil
55C = Flag_FLO_0A = GF_FLO00_PlacedMagicalBean
55D = Flag_FLO_0B = GF_FLO00_Met_Tolielup
55E = Flag_FLO_0C = GF_FLO07_Item_CrystalBerry
55F = Flag_FLO_0D = GF_FLO10_LilyRequestedWaterStone
560 = Flag_FLO_0E = GF_FLO10_ShowedLilyTheWaterStone
561 = Flag_FLO_0F = GF_FLO11_Defeated_Lakitus
562 = Flag_FLO_10 = GF_FLO12_Met_Rosie
563 = Flag_FLO_11 = GF_FLO12_RosieRequestedSomethingBeautiful
564 = Flag_FLO_12 = unused
565 = Flag_FLO_13 = GF_FLO08_Item_StarPiece
566 = Flag_FLO_14 = GF_FLO09_Item_HappyFlowerB
567 = Flag_FLO_15 = GF_FLO10_Tree1_JamminJelly
568 = Flag_FLO_16 = GF_FLO11_MultiCoinBrick
569 = Flag_FLO_17 = GF_FLO13_Item_MegaSmash
56A = Flag_FLO_18 = GF_FLO13_Item_ShootingStar
56B = Flag_FLO_19 = GF_FLO14_Item_StarPiece
56C = Flag_FLO_1A = GF_FLO16_Item_StarPiece
56D = Flag_FLO_1B = GF_FLO17_Item_Letter09
56E = Flag_FLO_1C = GF_FLO17_HiddenItem_ThunderRage
56F = Flag_FLO_1D = GF_FLO19_Item_SJumpChg
570 = Flag_FLO_1E = GF_FLO22_Item_FlowerSaverB
571 = Flag_FLO_1F = GF_FLO24_ItemBlock_DizzyDial
572 = Flag_FLO_20 = GF_FLO24_HiddenItem_MapleSyrup
573 = Flag_FLO_21 = GF_FLO22_ThrewBlueBerryDownWell
574 = Flag_FLO_22 = GF_FLO07_CrystalBerryFellOnLeftSide % item can be spawned on either side of Posie
575 = Flag_FLO_23 = unused
576 = Flag_FLO_24 = unused
577 = Flag_FLO_25 = unused
578 = Flag_FLO_26 = unused
579 = Flag_FLO_27 = GF_FLO15_BombedRock
57A = Flag_FLO_28 = GF_FLO08_SuperBlock
57B = Flag_FLO_29 = GF_FLO16_SuperBlock
57C = Flag_FLO_2A = GF_FLO03_HiddenPanel
57D = Flag_FLO_2B = unused
57E = Flag_FLO_2C = GF_FLO24_HiddenPanel
57F = Flag_FLO_2D = GF_FLO25_HiddenPanel
580 = Flag_FLO_2E = GF_FLO23_HiddenItem_Coin
581 = Flag_FLO_2F = GF_FLO23_HiddenItem_ShootingStar
582 = Flag_FLO_30 = GF_FLO15_SunThankedPlayer
583 = Flag_FLO_31 = GF_FLO03_DefeatedAll_MontyMoles
584 = Flag_FLO_32 = GF_FLO14_GaveBerryToBubblePlant
585 = Flag_FLO_33 = unused
586 = Flag_FLO_34 = unused
587 = Flag_FLO_35 = unused
588 = Flag_FLO_36 = unused
589 = Flag_FLO_37 = unused
58A = Flag_FLO_38 = unused
58B = Flag_FLO_39 = unused
58C = Flag_FLO_3A = unused
58D = Flag_FLO_3B = unused
58E = Flag_FLO_3C = unused
58F = Flag_FLO_3D = unused
590 = Flag_FLO_3E = unused
591 = Flag_FLO_3F = unused
592 = Flag_FLO_40 = unused
593 = Flag_FLO_41 = unused
594 = Flag_FLO_42 = unused
595 = Flag_FLO_43 = unused
596 = Flag_FLO_44 = unused
597 = Flag_SAM_00 = GF_SAM04_PlacedScarf
598 = Flag_SAM_01 = GF_SAM04_PlacedBucket
599 = Flag_SAM_02 = GF_SAM12_Item_StarStone
59A = Flag_SAM_03 = GF_SAM01_Met_MayorsWife
59B = Flag_SAM_04 = GF_SAM01_Chest_AttackFXE
59C = Flag_SAM_05 = GF_SAM01_HiddenPanel
59D = Flag_SAM_06 = GF_SAM01_Visited
59E = Flag_SAM_07 = GF_SAM02_Item_IcedPotato
59F = Flag_SAM_08 = GF_SAM02_MushroomPresents
5A0 = Flag_SAM_09 = GF_SAM02_Item_UltraShroom
5A1 = Flag_SAM_0A = GF_SAM02_Item_MushroomA
5A2 = Flag_SAM_0B = GF_SAM02_Item_MushroomB
5A3 = Flag_SAM_0C = GF_SAM02_Item_MushroomC
5A4 = Flag_SAM_0D = GF_SAM02_Item_MushroomD
5A5 = Flag_SAM_0E = GF_SAM04_HiddenPanel
5A6 = Flag_SAM_0F = GF_SAM04_Item_Letter05
5A7 = Flag_SAM_10 = GF_SAM04_Item_RepelGel
5A8 = Flag_SAM_11 = unused
5A9 = Flag_SAM_12 = GF_SAM05_Item_Letter06
5AA = Flag_SAM_13 = GF_SAM05_HiddenItem_StopWatch
5AB = Flag_SAM_14 = GF_SAM06_Merle_HeardLongerMessage
5AC = Flag_SAM_15 = unused
5AD = Flag_SAM_16 = GF_SAM06_FoundSidewaysStarKid
5AE = Flag_SAM_17 = GF_SAM07_IceBroken
5AF = Flag_SAM_18 = GF_SAM07_FloorRaised
5B0 = Flag_SAM_19 = GF_SAM07_HiddenItem_UltraShroom
5B1 = Flag_SAM_1A = GF_SAM08_SuperBlock
5B2 = Flag_SAM_1B = unused
5B3 = Flag_SAM_1C = unused
5B4 = Flag_SAM_1D = GF_SAM09_Visited
5B5 = Flag_SAM_1E = unused
5B6 = Flag_SAM_1F = GF_SAM10_BombedWall
5B7 = Flag_SAM_20 = GF_SAM10_BadgeBlock_MegaJump
5B8 = Flag_SAM_21 = GF_SAM10_Item_StarPiece
5B9 = Flag_SAM_22 = GF_SAM11_LeftTown
5BA = Flag_SAM_23 = GF_SAM11_Item_WarehouseKey
5BB = Flag_SAM_24 = GF_SAM11_UnlockedDoor
5BC = Flag_SAM_25 = GF_SAM11_LeftHerringwaysHouse
5BD = Flag_SAM_26 = unused
5BE = Flag_SAM_27 = unused
5BF = Flag_SAM_28 = unused
5C0 = Flag_SAM_29 = unused
5C1 = Flag_SAM_2A = unused
5C2 = Flag_SAM_2B = unused
5C3 = Flag_SAM_2C = unused
5C4 = Flag_SAM_2D = unused
5C5 = Flag_SAM_2E = unused
5C6 = Flag_SAM_2F = unused
5C7 = Flag_SAM_30 = unused
5C8 = Flag_SAM_31 = unused
5C9 = Flag_SAM_32 = unused
5CA = Flag_SAM_33 = unused
5CB = Flag_SAM_34 = unused
5CC = Flag_SAM_35 = unused
5CD = Flag_SAM_36 = unused
5CE = Flag_SAM_37 = unused
5CF = Flag_SAM_38 = unused
5D0 = Flag_SAM_39 = unused
5D1 = Flag_SAM_3A = unused
5D2 = Flag_PRA_00 = GF_PRA_BrokeIllusion % realised the reflections are fake by bombing wall in pra_13
5D3 = Flag_PRA_01 = GF_PRA02_DoorColorToggle % 0 = red, 1 = blue
5D4 = Flag_PRA_02 = GF_PRA11_Chest_RedKey
5D5 = Flag_PRA_03 = GF_PRA05_Chest_BlueKey
5D6 = Flag_PRA_04 = GF_PRA02_Visited
5D7 = Flag_PRA_05 = GF_PRA02_UnlockedRedDoor
5D8 = Flag_PRA_06 = GF_PRA02_UnlockedBlueDoor
5D9 = Flag_PRA_07 = GF_PRA04_BoardedFloor
5DA = Flag_PRA_08 = GF_PRA04_ItemBlock_SuperShroom
5DB = Flag_PRA_09 = GF_PRA06_Item_ShootingStar
5DC = Flag_PRA_0A = GF_PRA09_BombedWall
5DD = Flag_PRA_0B = GF_PRA12_Chest_PDownDUp
5DE = Flag_PRA_0C = GF_PRA13_BombedWallA
5DF = Flag_PRA_0D = GF_PRA13_BombedWallB
5E0 = Flag_PRA_0E = GF_PRA14_MultiCoinBrickA
5E1 = Flag_PRA_0F = GF_PRA14_MultiCoinBrickB
